imdb_title_id;original_title;year;genre;duration;country;director;actors;avg_vote;votes;avg_vote_weighted;budget;worlwide_gross_income;reviews_from_users;reviews_from_critics
tt0083564;Annie;1982;Comedy, Drama, Family;126;USA;John Huston;Albert Finney;6.6;39050;6.56;$ 50000000;$ 57059003;147;42
tt0083619;Barbarosa;1982;Western;90;USA;Fred Schepisi;Willie Nelson;6.4;1416;6.13;$ 11000000;$ 1736123;27;7
tt0083630;The Beastmaster;1982;Action, Adventure, Fantasy;118;USA, West Germany;Don Coscarelli;Marc Singer;6.2;20053;6.17;$ 8000000;$ 14056528;115;57
tt0083641;Best Friends;1982;Comedy, Drama, Romance;116;USA;Norman Jewison;Burt Reynolds;5.5;2538;5.77;$ 15000000;$ 36821203;25;11
tt0083642;The Best Little Whorehouse in Texas;1982;Comedy, Musical;114;USA;Colin Higgins;Burt Reynolds;6;9622;6.00;$ 35000000;$ 69701637;56;16
tt0083658;Blade Runner;1982;Action, Sci-Fi, Thriller;117;USA;Ridley Scott;Harrison Ford;8.1;677998;8.09;$ 28000000;$ 41492614;1558;257
tt0083678;The Border;1982;Crime, Drama;108;USA;Tony Richardson;Jack Nicholson;6.4;5793;6.26;$ 22000000;$ 6118683;48;33
tt0083690;BrainWaves;1982;Sci-Fi, Thriller;77;USA;Ulli Lommel;Keir Dullea;4.7;397;5.85;$ 500000;$ 3111;7;11
tt0083717;Cannery Row;1982;Comedy, Drama, Romance;120;USA;David S. Ward;Nick Nolte;6.7;3326;6.37;$ 11300000;$ 5301539;56;11
tt0083722;Cat People;1982;Fantasy, Horror, Thriller;118;USA;Paul Schrader;Nastassja Kinski;6.2;18878;6.17;$ 18000000;$ 7000000;130;142
tt0083745;Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean;1982;Comedy, Drama;109;USA;Robert Altman;Sandy Dennis;7.2;3992;6.69;$ 850000;$ 840958;58;22
tt0083767;Creepshow;1982;Comedy, Fantasy, Horror;120;USA;George A. Romero;Hal Holbrook;6.9;41102;6.84;$ 8000000;$ 21028755;235;178
tt0083791;The Dark Crystal;1982;Adventure, Family, Fantasy;93;USA, UK;Jim Henson;Jim Henson;7.2;60913;7.14;$ 15000000;$ 41630431;277;119
tt0083798;Dead Men Don't Wear Plaid;1982;Comedy, Crime, Mystery;88;USA;Carl Reiner;Steve Martin;6.9;20030;6.78;$ 9000000;$ 18196170;118;45
tt0083833;Diner;1982;Comedy, Drama;110;USA;Barry Levinson;Steve Guttenberg;7.1;18232;6.94;$ 5000000;$ 14099953;94;50
tt0083866;E.T. the Extra-Terrestrial;1982;Family, Sci-Fi;115;USA;Steven Spielberg;Dee Wallace;7.8;362758;7.79;$ 10500000;$ 793482178;612;255
tt0083907;The Evil Dead;1981;Horror;85;USA;Sam Raimi;Bruce Campbell;7.5;182354;7.48;$ 350000;$ 2893091;845;359
tt0083908;Evil Under the Sun;1982;Crime, Drama, Mystery;117;UK;Guy Hamilton;Peter Ustinov;7.1;13842;6.90;$ 10000000;$ 6110566;99;33
tt0083922;Fanny och Alexander;1982;Drama;188;Sweden, France, West Germany;Ingmar Bergman;Kristina Adolphson;8.1;56257;7.99;$ 6000000;$ 6795771;143;101
tt0083929;Fast Times at Ridgemont High;1982;Comedy, Drama;90;USA;Amy Heckerling;Sean Penn;7.2;90936;7.16;$ 4500000;$ 27092880;279;138
tt0083941;Who Dares Wins;1982;Action, Thriller;125;Switzerland, UK;Ian Sharp;Lewis Collins;6.3;2764;6.14;$ 6000000;$ 2666873;63;22
tt0083943;Firefox;1982;Action, Adventure, Thriller;136;USA;Clint Eastwood;Clint Eastwood;6;24666;6.00;$ 18000000;$ 46708276;110;51
tt0083944;First Blood;1982;Action, Adventure;93;USA;Ted Kotcheff;Sylvester Stallone;7.7;221509;7.68;$ 15000000;$ 125212904;473;199
tt0083947;Five Days One Summer;1982;Drama;96;USA;Fred Zinnemann;Sean Connery;6.1;934;6.02;$ 15000000;$ 199078;14;11
tt0083960;Forced Vengeance;1982;Action, Adventure, Crime;90;USA, Hong Kong;James Fargo;Chuck Norris;5.7;2692;5.86;$ 5000000;$ 6660333;34;15
tt0083972;Friday the 13th Part III;1982;Horror, Thriller;95;USA;Steve Miner;Terry Ballard;5.7;45951;5.72;$ 2300000;$ 36690067;420;266
tt0083987;Gandhi;1982;Biography, Drama, History;191;UK, India;Richard Attenborough;Ben Kingsley;8;215222;7.97;$ 22000000;$ 52767889;300;108
tt0084021;Grease 2;1982;Comedy, Drama, Musical;115;USA;Patricia Birch;Maxwell Caulfield;4.4;32178;4.54;$ 13200000;$ 15171476;312;34
tt0084088;Honkytonk Man;1982;Comedy, Drama, Music;122;USA;Clint Eastwood;Clint Eastwood;6.6;7839;6.43;$ 2000000;$ 4484991;35;19
tt0084132;Inchon;1981;Drama, History, War;140;South Korea, USA;Terence Young;Laurence Olivier;2.5;641;5.38;$ 46000000;$ 5200986;17;14
tt0084171;Jekyll and Hyde... Together Again;1982;Sci-Fi, Comedy, Music;87;USA;Jerry Belson;Mark Blankfield;6.3;1084;6.08;$ 5000000;$ 3792188;33;28
tt0084173;Jinxed!;1982;Comedy;103;USA;Don Siegel;Bette Midler;4.7;934;5.69;$ 13400000;$ 2869638;15;9
tt0084237;The Last Unicorn;1982;Animation, Adventure, Drama;92;UK, France, West Germany, Japan, USA;Jules Bass;Alan Arkin;7.5;23902;7.33;$ 3500000;$ 6455330;170;50
tt0084268;Lookin' to Get Out;1982;Comedy;105;USA;Hal Ashby;Jon Voight;5.2;654;5.86;$ 17000000;$ 946461;18;22
tt0084296;The Man from Snowy River;1982;Adventure, Drama, Romance;102;Australia;George Miller;Tom Burlinson;7.3;7816;6.94;$ 3500000;$ 20659423;68;21
tt0084316;Megaforce;1982;Action, Sci-Fi;99;Hong Kong, USA;Hal Needham;Barry Bostwick;3.8;3254;4.86;$ 20000000;$ 5675599;64;81
tt0084335;Missing;1982;Biography, Drama, History;122;USA, Mexico;Costa-Gavras;Jack Lemmon;7.7;18117;7.46;$ 9500000;$ 14000000;104;75
tt0084434;An Officer and a Gentleman;1982;Drama, Romance;124;USA;Taylor Hackford;Richard Gere;7;48093;6.94;$ 7500000;$ 129795554;144;50
tt0084445;One from the Heart;1981;Drama, Musical, Romance;107;USA;Francis Ford Coppola;Frederic Forrest;6.5;5265;6.32;$ 26000000;$ 636796;85;61
tt0084477;Partners;1982;Comedy, Crime;93;USA;James Burrows;Ryan O'Neal;5.3;1105;5.81;$ 6000000;$ 6062898;25;15
tt0084503;Pink Floyd: The Wall;1982;Drama, Fantasy, Music;95;UK;Alan Parker;Bob Geldof;8.1;74761;8.02;$ 12000000;$ 22258911;291;68
tt0084516;Poltergeist;1982;Horror, Thriller;114;USA;Tobe Hooper;Craig T. Nelson;7.3;139180;7.27;$ 10700000;$ 77142388;401;253
tt0084522;Porky's;1981;Comedy;94;Canada, USA;Bob Clark;Dan Monahan;6.2;37264;6.19;$ 2500000;$ 111289673;179;86
tt0084602;Rocky III;1982;Drama, Sport;99;USA, Canada;Sylvester Stallone;Sylvester Stallone;6.8;169852;6.79;$ 17000000;$ 125049125;243;90
tt0084649;The Secret of NIMH;1982;Animation, Adventure, Drama;82;USA;Don Bluth;Derek Jacobi;7.6;35484;7.48;$ 7000000;$ 14665733;172;56
tt0084675;Shoot the Moon;1982;Drama;124;USA;Alan Parker;Albert Finney;6.9;2426;6.40;$ 12000000;$ 9217530;34;25
tt0084684;Silent Rage;1982;Action, Crime, Horror;103;USA;Michael Miller;Chuck Norris;5.5;4928;5.69;$ 4500000;$ 10490791;77;69
tt0084704;The Soldier;1982;Action, Adventure, Thriller;87;USA;James Glickenhaus;Ken Wahl;5.3;1013;5.82;$ 4000000;$ 6328816;29;26
tt0084707;Sophie's Choice;1982;Drama, Romance;150;UK, USA;Alan J. Pakula;Meryl Streep;7.6;40808;7.49;$ 12000000;$ 30036000;170;41
tt0084726;Star Trek II: The Wrath of Khan;1982;Action, Adventure, Sci-Fi;113;USA;Nicholas Meyer;William Shatner;7.7;110769;7.66;$ 11200000;$ 78912963;401;112
tt0084732;Still of the Night;1982;Crime, Drama, Mystery;93;USA;Robert Benton;Roy Scheider;6.1;4057;6.06;$ 10000000;$ 5979947;55;26
tt0084776;Tempest;1982;Comedy, Drama, Fantasy;140;USA;Paul Mazursky;John Cassavetes;6.5;2110;6.21;$ 13000000;$ 5005245;38;16
tt0084787;The Thing;1982;Horror, Mystery, Sci-Fi;109;USA;John Carpenter;Kurt Russell;8.1;360147;8.08;$ 15000000;$ 19629760;1108;343
tt0084788;Things Are Tough All Over;1982;Action, Comedy;90;USA;Thomas K. Avildsen;Toni Attell;6;3022;6.00;$ 7000000;$ 21134374;13;5
tt0084805;Tootsie;1982;Comedy, Drama, Romance;116;USA;Sydney Pollack;Dustin Hoffman;7.4;96041;7.36;$ 21000000;$ 177200000;247;92
tt0084809;The Toy;1982;Comedy;102;USA;Richard Donner;Richard Pryor;5.9;11000;5.92;$ 17000000;$ 47118057;45;13
tt0084814;Trail of the Pink Panther;1982;Comedy, Crime, Mystery;96;UK, USA;Blake Edwards;Peter Sellers;5;9420;5.24;$ 6000000;$ 9056073;66;30
tt0084827;TRON;1982;Action, Adventure, Sci-Fi;96;USA;Steven Lisberger;Jeff Bridges;6.8;111532;6.78;$ 17000000;$ 33000000;303;165
tt0084855;The Verdict;1982;Drama;129;USA;Sidney Lumet;Paul Newman;7.7;35076;7.57;$ 16000000;$ 53993738;183;90
tt0084899;White Dog;1982;Drama, Horror;90;USA;Samuel Fuller;Kristy McNichol;7.1;8488;6.81;$ 8000000;$ 46509;102;96
tt0084917;The World According to Garp;1982;Comedy, Drama;136;USA;George Roy Hill;Robin Williams;7.2;24527;7.07;$ 17000000;$ 29712172;96;31
tt0084920;Wrong Is Right;1982;Comedy, Drama, Thriller;117;USA;Richard Brooks;Sean Connery;5.7;1714;5.89;$ 10000000;$ 3583513;27;13
tt0084931;Yes, Giorgio;1982;Comedy, Musical;110;USA;Franklin J. Schaffner;Luciano Pavarotti;3.9;633;5.63;$ 19000000;$ 2279543;18;4
tt0085121;10 to Midnight;1983;Crime, Drama, Thriller;101;USA;J. Lee Thompson;Charles Bronson;6.3;6488;6.21;$ 4520000;$ 7175592;87;65
tt0085154;All the Right Moves;1983;Drama, Romance, Sport;91;USA;Michael Chapman;Tom Cruise;5.9;15312;5.92;$ 5600000;$ 17233166;61;26
tt0085159;Amityville 3-D;1983;Horror;105;USA, Mexico;Richard Fleischer;Tony Roberts;4.1;5618;4.76;$ 6000000;$ 6333135;96;87
tt0085208;Baby It's You;1983;Comedy, Drama, Romance;105;USA;John Sayles;Rosanna Arquette;6.3;1668;6.11;$ 3000000;$ 1867792;30;20
tt0085236;The Honorary Consul;1983;Drama, Romance, Thriller;104;UK, Mexico;John Mackenzie;Michael Caine;5.8;1187;5.94;$ 11800000;$ 5997566;13;8
tt0085244;The Big Chill;1983;Comedy, Drama;105;USA;Lawrence Kasdan;Tom Berenger;7.2;32192;7.10;$ 8000000;$ 56399659;206;65
tt0085255;Blue Thunder;1983;Action, Crime, Drama;109;USA;John Badham;Roy Scheider;6.4;16857;6.34;$ 22000000;$ 42313354;90;79
tt0085271;Brainstorm;1983;Sci-Fi, Thriller;106;USA;Douglas Trumbull;Christopher Walken;6.5;10683;6.39;$ 15000000;$ 10219460;92;44
tt0085333;Christine;1983;Horror, Thriller;110;USA;John Carpenter;Keith Gordon;6.7;69722;6.67;$ 9700000;$ 21017849;289;179
tt0085334;A Christmas Story;1983;Comedy, Family;94;USA, Canada;Bob Clark;Melinda Dillon;7.9;127692;7.86;$ 3300000;$ 20618717;511;124
tt0085382;Cujo;1983;Horror, Thriller;93;USA;Lewis Teague;Dee Wallace;6.1;38487;6.09;$ 5000000;$ 21156152;188;131
tt0085384;Curse of the Pink Panther;1983;Comedy, Crime, Mystery;109;UK, USA;Blake Edwards;David Niven;4.4;5432;4.97;$ 11000000;$ 4491986;47;24
tt0085387;D.C. Cab;1983;Action, Comedy;100;USA;Joel Schumacher;Max Gail;5.6;4273;5.76;$ 8000000;$ 16134627;34;23
tt0085407;The Dead Zone;1983;Drama, Horror, Sci-Fi;103;USA;David Cronenberg;Christopher Walken;7.2;60037;7.14;$ 10000000;$ 20766616;230;97
tt0085412;Deal of the Century;1983;Comedy, Crime;99;USA;William Friedkin;Chevy Chase;4.7;3495;5.30;$ 10000000;$ 10369581;26;10
tt0085542;Fire and Ice;1983;Animation, Fantasy, Adventure;81;USA;Ralph Bakshi;Randy Norton;6.6;9322;6.45;$ 1200000;$ 760883;72;60
tt0085549;Flashdance;1983;Drama, Music, Romance;95;USA;Adrian Lyne;Jennifer Beals;6.2;46644;6.19;$ 4000000;$ 92921203;156;61
tt0085551;Get Crazy;1983;Comedy, Music;92;USA;Allan Arkush;Malcolm McDowell;6.8;1057;6.21;$ 5500000;$ 1645711;39;21
tt0085588;Getting It On;1983;Comedy;96;USA;William Olsen;Martin Yost;3.9;179;5.88;$ 220000;$ 975414;11;8
tt0085615;Gorky Park;1983;Crime, Drama, Mystery;128;USA;Michael Apted;William Hurt;6.8;12380;6.64;$ 15000000;$ 15856028;74;33
tt0085636;Halloween III: Season of the Witch;1982;Horror, Mystery, Sci-Fi;98;USA;Tommy Lee Wallace;Tom Atkins;4.9;41933;4.97;$ 2500000;$ 14400000;679;213
tt0085672;Hercules;1983;Adventure, Fantasy;98;Italy, USA;Luigi Cozzi;Lou Ferrigno;4;3431;4.93;$ 2500000;$ 10676194;45;62
tt0085678;High Road to China;1983;Adventure, Drama, Romance;105;USA, Yugoslavia, Hong Kong;Brian G. Hutton;Tom Selleck;6.1;4833;6.06;$ 19000000;$ 28445927;65;12
tt0085750;Jaws 3-D;1983;Adventure, Horror, Thriller;99;USA;Joe Alves;Dennis Quaid;3.7;39012;3.86;$ 20500000;$ 87987055;317;90
tt0085764;Joysticks;1983;Comedy;88;USA;Greydon Clark;Joe Don Baker;4.4;1791;5.40;$ 300000;$ 3952448;39;36
tt0085780;The Keep;1983;Drama, Fantasy, Horror;96;UK;Michael Mann;Scott Glenn;5.8;10567;5.84;$ 11000000;$ 4218594;186;92
tt0085794;The King of Comedy;1982;Comedy, Crime, Drama;109;USA;Martin Scorsese;Robert De Niro;7.8;84308;7.74;$ 20000000;$ 2536242;296;111
tt0085811;Krull;1983;Action, Adventure, Fantasy;116;UK;Peter Yates;Ken Marshall;6.1;29740;6.09;$ 47000000;$ 16916617;209;94
tt0085838;Lianna;1983;Drama, Romance;110;USA;John Sayles;Linda Griffiths;6.7;1519;6.24;$ 300000;$ 1530839;15;19
tt0085862;Lone Wolf McQuade;1983;Action, Crime, Drama;107;USA;Steve Carver;Chuck Norris;6.4;10666;6.31;$ 5000000;$ 12232628;80;43
tt0085863;The Lonely Lady;1983;Drama;92;USA;Peter Sasdy;Pia Zadora;3;926;5.29;$ 5000000;$ 1223200;39;27
tt0085868;Losin' It;1983;Comedy, Drama;100;Canada, USA;Curtis Hanson;Tom Cruise;4.9;3989;5.37;$ 7000000;$ 1246141;20;12
tt0085871;Love Letters;1983;Drama, Romance;88;USA;Amy Holden Jones;Jamie Lee Curtis;5.9;650;5.98;$ 550000;$ 5269990;10;4
tt0085873;Lovesick;1983;Comedy, Fantasy, Romance;95;USA;Marshall Brickman;Dudley Moore;5.2;720;5.85;$ 10100000;$ 10171304;7;9
tt0085891;The Man Who Loved Women;1983;Comedy, Drama, Romance;110;USA;Blake Edwards;Burt Reynolds;5.3;2108;5.71;$ 19000000;$ 10964740;13;10
tt0085959;The Meaning of Life;1983;Comedy, Musical;107;UK;Terry Jones;Graham Chapman;7.5;111797;7.46;$ 9000000;$ 14949697;221;80
tt0085994;Nate and Hayes;1983;Action, Adventure, Comedy;99;New Zealand, USA;Ferdinand Fairfax;Tommy Lee Jones;6.2;1989;6.08;$ 12000000;$ 1963756;30;11
tt0085995;National Lampoon's Vacation;1983;Adventure, Comedy;98;USA;Harold Ramis;Chevy Chase;7.4;94090;7.36;$ 15000000;$ 61399552;206;71
tt0086006;Never Say Never Again;1983;Action, Adventure, Thriller;134;UK, USA, West Germany;Irvin Kershner;Sean Connery;6.2;59855;6.19;$ 36000000;$ 55432841;246;81
tt0086014;Nightmares;1983;Horror, Sci-Fi;99;USA;Joseph Sargent;Cristina Raines;5.8;2850;5.90;$ 6000000;$ 6670680;42;51
tt0086034;Octopussy;1983;Action, Adventure, Thriller;131;UK;John Glen;Roger Moore;6.6;93025;6.58;$ 27500000;$ 67893619;272;93
tt0086036;Of Unknown Origin;1983;Horror, Thriller;89;Canada, USA;George P. Cosmatos;Peter Weller;6.1;2718;6.05;$ 4000000;$ 1080470;48;52
tt0086058;The Osterman Weekend;1983;Action, Drama, Thriller;103;USA;Sam Peckinpah;Rutger Hauer;5.9;7863;5.93;$ 6500000;$ 6486797;64;64
tt0086066;The Outsiders;1983;Crime, Drama;91;USA, France;Francis Ford Coppola;C. Thomas Howell;7.1;73469;7.06;$ 10000000;$ 25697647;361;43
tt0086129;Porky's II: The Next Day;1983;Comedy;98;Canada, USA;Bob Clark;Dan Monahan;5.1;10675;5.30;$ 6500000;$ 33759266;59;28
tt0086143;Private School;1983;Comedy, Romance;89;USA;Noel Black;Phoebe Cates;5.3;5726;5.54;$ 3500000;$ 14049540;65;23
tt0086154;Psycho II;1983;Crime, Horror, Mystery;113;USA, Australia;Richard Franklin;Anthony Perkins;6.5;23355;6.44;$ 5000000;$ 34725000;239;126
tt0086190;Star Wars: Episode VI - Return of the Jedi;1983;Action, Adventure, Fantasy;131;USA;Richard Marquand;Mark Hamill;8.3;928036;8.29;$ 32500000;$ 475347111;839;202
tt0086192;Revenge of the Ninja;1983;Action, Crime, Drama;90;USA;Sam Firstenberg;Shô Kosugi;6.2;4330;6.12;$ 700000;$ 13168027;57;65
tt0086197;The Right Stuff;1983;Adventure, Biography, Drama;193;USA;Philip Kaufman;Sam Shepard;7.8;54959;7.71;$ 27000000;$ 21192102;194;75
tt0086200;Risky Business;1983;Comedy, Crime, Drama;99;USA;Paul Brickman;Tom Cruise;6.8;79137;6.77;$ 6200000;$ 63541777;195;69
tt0086203;Rock & Rule;1983;Animation, Fantasy, Music;77;Canada;Clive Smith;Don Francks;6.6;3140;6.31;$ 8000000;$ 30379;97;34
tt0086216;Rumble Fish;1983;Crime, Drama, Romance;94;USA;Francis Ford Coppola;Matt Dillon;7.2;31122;7.09;$ 10000000;$ 2494480;137;82
tt0086220;Running Brave;1983;Biography, Drama, Sport;106;Canada;Donald Shebib;Robby Benson;6.7;631;6.12;$ 8000000;$ 3000000;10;5
tt0086232;Sahara;1983;Adventure, Drama;111;UK, USA;Andrew V. McLaglen;Brooke Shields;5;1371;5.69;$ 25000000;$ 1402962;28;8
tt0086250;Scarface;1983;Crime, Drama;170;USA;Brian De Palma;Al Pacino;8.3;721343;8.29;$ 25000000;$ 66023585;1051;177
tt0086264;Screwballs;1983;Comedy;82;Canada;Rafal Zielinski;Peter Keleghan;4.7;2797;5.37;$ 800000;$ 2082215;35;41
tt0086312;Silkwood;1983;Biography, Drama, History;131;USA;Mike Nichols;Meryl Streep;7.2;17878;7.03;$ 10000000;$ 35615609;90;40
tt0086336;Something Wicked This Way Comes;1983;Fantasy, Mystery, Thriller;95;USA;Jack Clayton;Jason Robards;6.8;8165;6.59;$ 19000000;$ 8400000;85;60
tt0086346;Spacehunter: Adventures in the Forbidden Zone;1983;Action, Adventure, Sci-Fi;90;USA, Canada;Lamont Johnson;Peter Strauss;5.5;5228;5.68;$ 14400000;$ 16478265;68;85
tt0086361;Staying Alive;1983;Drama, Music, Romance;93;USA;Sylvester Stallone;John Travolta;4.7;14280;4.93;$ 22000000;$ 64892670;124;24
tt0086373;The Adventures of Bob & Doug McKenzie: Strange Brew;1983;Comedy, Crime, Sci-Fi;90;Canada, USA;Rick Moranis;Dave Thomas;6.7;15412;6.59;$ 4000000;$ 8571374;117;25
tt0086383;Sudden Impact;1983;Action, Crime, Thriller;117;USA;Clint Eastwood;Clint Eastwood;6.7;39855;6.65;$ 22000000;$ 67642693;153;77
tt0086393;Superman III;1983;Action, Adventure, Comedy;125;UK, USA;Richard Lester;Christopher Reeve;5;63179;5.05;$ 39000000;$ 59950623;262;119
tt0086397;The Survivors;1983;Comedy, Crime, Drama;103;USA;Michael Ritchie;Walter Matthau;5.8;4525;5.88;$ 12000000;$ 14000000;38;11
tt0086425;Terms of Endearment;1983;Comedy, Drama;132;USA;James L. Brooks;Shirley MacLaine;7.4;53767;7.33;$ 8000000;$ 108423489;207;59
tt0086450;To Be or Not to Be;1983;Comedy, Drama, War;107;USA;Alan Johnson;Ronny Graham;6.9;10034;6.69;$ 9000000;$ 13030214;40;32
tt0086465;Trading Places;1983;Comedy;116;USA;John Landis;Denholm Elliott;7.5;131836;7.47;$ 15000000;$ 90404800;195;92
tt0086476;Trenchcoat;1983;Comedy, Mystery, Thriller;91;USA;Michael Tuchner;Margot Kidder;5.3;443;5.91;$ 5000000;$ 4304286;10;3
tt0086491;Twilight Zone: The Movie;1983;Horror, Sci-Fi;101;USA;Joe Dante;Dan Aykroyd;6.5;32370;6.46;$ 10000000;$ 29450919;144;92
tt0086508;Uncommon Valor;1983;Action, Drama, Thriller;105;USA;Ted Kotcheff;Gene Hackman;6.4;8835;6.30;$ 14500000;$ 30503151;56;15
tt0086510;Under Fire;1983;Drama, War;128;USA, Mexico;Roger Spottiswoode;Nick Nolte;7;6728;6.69;$ 9500000;$ 5696391;41;41
tt0086525;Valley Girl;1983;Comedy, Romance;99;USA;Martha Coolidge;Nicolas Cage;6.4;12965;6.32;$ 350000;$ 17343596;88;57
tt0086541;Videodrome;1983;Horror, Sci-Fi, Thriller;87;Canada;David Cronenberg;James Woods;7.2;81322;7.16;$ 5952000;$ 2120439;263;184
tt0086567;WarGames;1983;Action, Adventure, Drama;114;USA;John Badham;Matthew Broderick;7.1;88505;7.06;$ 12000000;$ 79567667;192;84
tt0086582;The Wicked Lady;1983;Adventure, Drama;98;UK;Michael Winner;Faye Dunaway;4.6;1035;5.64;$ 8000000;$ 724912;17;24
tt0086617;The Year of Living Dangerously;1982;Drama, Romance, War;115;Australia, USA;Peter Weir;Linda Hunt;7.1;19000;6.95;$ 13000000;$ 10278575;112;35
tt0086619;Yentl;1983;Drama, Musical, Romance;133;UK, USA;Barbra Streisand;Barbra Streisand;6.6;12279;6.48;$ 12000000;$ 40218899;90;26
tt0086837;2010: The Year We Make Contact;1984;Adventure, Mystery, Sci-Fi;116;USA;Peter Hyams;Roy Scheider;6.8;48850;6.75;$ 28000000;$ 40400657;250;91
tt0086859;Against All Odds;1984;Action, Adventure, Crime;128;USA;Taylor Hackford;Rachel Ward;5.9;10476;5.92;$ 13000000;$ 21689062;96;36
tt0086876;Almost You;1985;Comedy, Drama;96;USA;Adam Brooks;Brooke Adams;5.1;214;5.94;$ 1000000;$ 95000;3;3
tt0086879;Amadeus;1984;Biography, Drama, History;160;USA, France, Czechoslovakia, Italy;Milos Forman;F. Murray Abraham;8.3;361028;8.28;$ 18000000;$ 52066791;643;114
tt0086896;Angel;1984;Action, Crime, Thriller;94;USA;Robert Vincent O'Neil;Cliff Gorman;5.7;2631;5.86;$ 3000000;$ 17488564;42;42
tt0086927;Bachelor Party;1984;Comedy;105;USA;Neal Israel;Tom Hanks;6.3;34916;6.28;$ 5000000;$ 38435947;95;42
tt0086945;The Bear;1984;Biography, Drama, Family;110;USA;Richard C. Sarafian;Gary Busey;6.3;268;6.02;$ 221000;$ 2687148;5;4
tt0086946;Beat Street;1984;Drama, Music;105;USA;Stan Lathan;Rae Dawn Chong;6.5;3415;6.27;$ 9500000;$ 16595791;33;18
tt0086955;Best Defense;1984;Comedy, War;94;USA;Willard Huyck;Dudley Moore;3.8;5387;4.59;$ 18000000;$ 19265302;37;7
tt0086960;Beverly Hills Cop;1984;Action, Comedy, Crime;105;USA;Martin Brest;Eddie Murphy;7.3;159496;7.28;$ 14000000;$ 316360478;218;132
tt0086969;Birdy;1984;Drama, War;120;USA;Alan Parker;Matthew Modine;7.3;21084;7.14;$ 12000000;$ 1455045;69;41
tt0086979;Blood Simple;1984;Crime, Drama, Thriller;99;USA;Joel Coen;John Getz;7.6;85482;7.55;$ 1500000;$ 4227849;312;153
tt0086984;Body Double;1984;Crime, Drama, Mystery;114;USA;Brian De Palma;Craig Wasson;6.8;28003;6.72;$ 10000000;$ 8801940;200;115
tt0086987;Bolero;1984;Comedy, Drama, Romance;105;USA;John Derek;Bo Derek;3;4918;4.14;$ 7000000;$ 8914881;50;28
tt0086993;The Bounty;1984;Adventure, Drama, History;132;UK, USA, New Zealand;Roger Donaldson;Mel Gibson;7.1;23979;6.98;$ 25000000;$ 8613462;123;47
tt0087003;Broadway Danny Rose;1984;Comedy;84;USA;Woody Allen;Woody Allen;7.4;23429;7.24;$ 8000000;$ 10600497;95;79
tt0087004;The Brother from Another Planet;1984;Comedy, Sci-Fi;108;USA;John Sayles;Joe Morton;6.7;5379;6.45;$ 350000;$ 3677209;40;27
tt0087015;C.H.U.D.;1984;Horror, Sci-Fi;88;USA;Douglas Cheek;John Heard;5.6;10431;5.69;$ 1250000;$ 4654423;114;81
tt0087032;Cannonball Run II;1984;Action, Comedy;108;USA, Hong Kong;Hal Needham;Burt Reynolds;5.1;14678;5.25;$ 20000000;$ 28078073;69;28
tt0087050;Children of the Corn;1984;Horror, Thriller;92;USA;Fritz Kiersch;Peter Horton;5.7;46102;5.72;$ 800000;$ 14568989;257;142
tt0087054;Choose Me;1984;Comedy, Drama, Romance;106;USA;Alan Rudolph;Geneviève Bujold;6.7;2567;6.32;$ 700000;$ 2490233;48;22
tt0087062;City Heat;1984;Action, Comedy, Crime;93;USA;Richard Benjamin;Clint Eastwood;5.5;8905;5.63;$ 25000000;$ 38348988;57;24
tt0087075;The Company of Wolves;1984;Drama, Fantasy, Horror;95;UK;Neil Jordan;Angela Lansbury;6.7;14614;6.58;$ 2000000;$ 4389334;125;86
tt0087078;Conan the Destroyer;1984;Action, Adventure, Fantasy;103;USA, Mexico;Richard Fleischer;Arnold Schwarzenegger;5.9;75072;5.90;$ 18000000;$ 31042035;129;87
tt0087089;The Cotton Club;1984;Crime, Drama, Music;127;USA;Francis Ford Coppola;Richard Gere;6.5;16083;6.42;$ 58000000;$ 25928721;98;39
tt0087096;Crackers;1984;Adventure, Comedy, Crime;91;USA;Louis Malle;Donald Sutherland;5.2;1159;5.78;$ 12000000;$ 129268;7;8
tt0087127;Deathstalker;1983;Adventure, Fantasy;80;USA, Argentina;James Sbardellati;Rick Hill;4.6;4181;5.18;$ 457000;$ 11919250;60;55
tt0087182;Dune;1984;Action, Adventure, Sci-Fi;137;USA, Mexico;David Lynch;Francesca Annis;6.5;121764;6.49;$ 40000000;$ 30925690;681;165
tt0087222;The Evil That Men Do;1984;Action, Drama, Thriller;90;Mexico, USA, UK;J. Lee Thompson;Charles Bronson;6.1;3376;6.05;$ 4600000;$ 13102025;51;25
tt0087231;The Falcon and the Snowman;1985;Biography, Crime, Drama;131;UK, USA, Mexico;John Schlesinger;Timothy Hutton;6.8;10449;6.62;$ 12000000;$ 17130087;64;33
tt0087233;Falling in Love;1984;Drama, Romance;106;USA;Ulu Grosbard;Robert De Niro;6.5;12355;6.40;$ 12000000;$ 11129057;61;18
tt0087260;Finders Keepers;1984;Comedy;96;UK, USA;Richard Lester;Michael O'Keefe;5.5;810;5.89;$ 7000000;$ 1467396;12;7
tt0087262;Firestarter;1984;Action, Horror, Sci-Fi;114;USA;Mark L. Lester;David Keith;6.1;28732;6.09;$ 15000000;$ 17080167;117;81
